rw_mix,size,latency_ns,bandwidth_MBps
r70w30,32,1.16,62822.1
r70w30,32,1.18,59708.0
r70w30,32,1.16,58931.4
r70w30,32,1.20,55781.6
r70w30,32,1.31,50326.8
r70w30,32,1.19,54616.3
r70w30,64,5.11,843994.7
r70w30,64,4.92,808752.4
r70w30,64,5.25,713792.3
r70w30,64,4.97,401901.7
r70w30,64,4.64,186228.3
r70w30,64,4.44,105354.6
r70w30,64,4.66,67992.4
r70w30,64,4.62,51746.7
r70w30,64,4.45,43813.9
r70w30,64,4.65,38124.5
r70w30,64,4.36,32490.1
r70w30,64,4.41,27194.2
r70w30,64,4.55,23927.6
r70w30,64,4.71,21313.4
r70w30,64,4.43,19705.4
r70w30,64,4.55,17855.4
r70w30,64,4.57,16667.5
r70w30,64,4.33,16274.2
r70w30,64,4.81,13965.5
r70w30,128,5.07,842254.6
r70w30,128,5.01,814186.2
r70w30,128,5.40,721118.5
r70w30,128,5.09,396594.9
r70w30,128,4.78,185122.3
r70w30,128,4.84,104286.5
r70w30,128,4.55,67974.0
r70w30,128,4.60,51955.1
r70w30,128,4.59,43215.6
r70w30,128,4.48,38483.8
r70w30,128,4.40,32327.3
r70w30,128,4.62,26611.2
r70w30,128,4.74,23364.3
r70w30,128,4.71,21202.7
r70w30,128,4.62,19113.1
r70w30,128,4.54,17880.0
r70w30,128,4.48,16945.2
r70w30,128,4.65,15262.0
r70w30,128,4.77,14088.4
r70w30,256,5.70,848075.5
r70w30,256,5.15,814927.4
r70w30,256,5.30,715361.5
r70w30,256,5.11,402602.7
r70w30,256,4.89,183754.4
r70w30,256,4.71,104273.5
r70w30,256,4.56,68042.0
r70w30,256,4.63,51634.3
r70w30,256,4.79,42866.4
r70w30,256,4.66,37968.0
r70w30,256,4.98,30703.7
r70w30,256,4.67,26288.0
r70w30,256,4.77,23345.0
r70w30,256,4.71,21236.3
r70w30,256,4.65,18994.1
r70w30,256,5.00,16571.0
r70w30,256,4.58,16629.9
r70w30,256,4.89,14527.9
r70w30,256,4.76,14088.9
r70w30,512,10.12,760176.9
r70w30,512,8.64,740593.2
r70w30,512,9.86,681826.7
r70w30,512,8.77,391556.8
r70w30,512,6.75,178781.7
r70w30,512,5.23,102782.5
r70w30,512,5.63,65162.7
r70w30,512,5.85,48328.6
r70w30,512,5.32,41316.6
r70w30,512,5.58,35532.8
r70w30,512,5.70,28970.3
r70w30,512,5.52,24247.8
r70w30,512,5.62,21262.1
r70w30,512,5.64,19010.6
r70w30,512,5.69,16497.7
r70w30,512,5.32,15793.2
r70w30,512,5.58,14138.7
r70w30,512,5.18,13833.2
r70w30,512,5.27,12811.8
r70w30,1024,21.62,449976.9
r70w30,1024,23.80,454278.8
r70w30,1024,21.47,433440.0
r70w30,1024,20.41,322205.5
r70w30,1024,17.66,165376.2
r70w30,1024,14.49,93861.2
r70w30,1024,7.92,60752.0
r70w30,1024,6.71,46266.3
r70w30,1024,7.05,37791.2
r70w30,1024,6.32,33862.8
r70w30,1024,6.37,27385.4
r70w30,1024,6.59,22308.5
r70w30,1024,6.56,19607.7
r70w30,1024,6.11,18092.8
r70w30,1024,6.41,15236.6
r70w30,1024,5.71,14966.5
r70w30,1024,6.09,13171.6
r70w30,1024,5.74,12638.2
r70w30,1024,5.73,11815.9
r70w30,2048,150.14,237825.7
r70w30,2048,148.26,238362.6
r70w30,2048,146.86,230405.3
r70w30,2048,145.77,215898.0
r70w30,2048,132.57,130207.6
r70w30,2048,108.93,84991.1
r70w30,2048,76.75,51585.5
r70w30,2048,30.79,38166.3
r70w30,2048,21.91,31048.9
r70w30,2048,18.18,26713.6
r70w30,2048,17.73,20822.5
r70w30,2048,16.55,16161.8
r70w30,2048,16.57,13426.2
r70w30,2048,14.99,11710.8
r70w30,2048,14.97,9420.1
r70w30,2048,15.33,7852.6
r70w30,2048,14.43,7038.6
r70w30,2048,14.14,5993.6
r70w30,2048,14.01,5219.0
r70w30,4096,183.26,131310.3
r70w30,4096,183.54,129894.9
r70w30,4096,181.39,126812.8
r70w30,4096,176.96,116118.4
r70w30,4096,165.31,83719.8
r70w30,4096,160.79,70990.2
r70w30,4096,138.27,50596.8
r70w30,4096,114.40,36482.3
r70w30,4096,98.02,28745.1
r70w30,4096,30.79,25354.8
r70w30,4096,19.65,20253.8
r70w30,4096,19.36,15536.8
r70w30,4096,18.88,12983.0
r70w30,4096,17.92,11000.7
r70w30,4096,17.74,8748.8
r70w30,4096,17.14,7419.1
r70w30,4096,17.68,6240.2
r70w30,4096,17.49,5119.1
r70w30,4096,16.32,4569.0
r70w30,8192,207.33,71597.3
r70w30,8192,205.64,71450.2
r70w30,8192,204.23,71466.2
r70w30,8192,198.50,70209.2
r70w30,8192,181.14,66720.0
r70w30,8192,174.85,63088.4
r70w30,8192,147.72,50136.7
r70w30,8192,117.42,36248.2
r70w30,8192,98.74,28754.2
r70w30,8192,102.71,23808.5
r70w30,8192,103.04,17670.9
r70w30,8192,108.50,12828.6
r70w30,8192,99.03,10275.3
r70w30,8192,33.89,9334.8
r70w30,8192,19.86,8344.7
r70w30,8192,18.95,7074.4
r70w30,8192,19.36,5932.1
r70w30,8192,19.45,4749.5
r70w30,8192,17.61,4280.7
r70w30,16384,209.14,71497.3
r70w30,16384,206.76,71444.1
r70w30,16384,207.39,71087.7
r70w30,16384,200.40,69561.8
r70w30,16384,181.09,66771.3
r70w30,16384,172.86,64676.2
r70w30,16384,146.66,48829.9
r70w30,16384,112.06,35933.7
r70w30,16384,108.35,28306.6
r70w30,16384,94.47,23556.5
r70w30,16384,96.99,17559.2
r70w30,16384,103.59,12847.2
r70w30,16384,105.34,10199.3
r70w30,16384,106.09,8043.0
r70w30,16384,108.43,5755.0
r70w30,16384,105.19,4276.2
r70w30,16384,96.76,3286.7
r70w30,16384,54.01,2656.8
r70w30,16384,44.57,2087.7
r70w30,32768,205.50,71276.0
r70w30,32768,204.18,71205.0
r70w30,32768,205.13,71256.7
r70w30,32768,197.02,70177.5
r70w30,32768,181.15,66807.1
r70w30,32768,173.70,64704.2
r70w30,32768,146.42,49893.5
r70w30,32768,109.72,35782.9
r70w30,32768,101.34,28618.4
r70w30,32768,95.52,23587.8
r70w30,32768,97.75,17709.1
r70w30,32768,99.14,12846.3
r70w30,32768,107.78,10115.4
r70w30,32768,100.64,8081.6
r70w30,32768,104.74,5760.4
r70w30,32768,106.35,4312.1
r70w30,32768,110.36,3193.9
r70w30,32768,104.09,2088.8
r70w30,32768,115.11,1208.5
r70w30,65536,210.21,70368.5
r70w30,65536,206.84,70950.0
r70w30,65536,204.29,71274.1
r70w30,65536,199.17,69771.3
r70w30,65536,180.59,66730.5
r70w30,65536,173.63,64459.5
r70w30,65536,147.61,49892.4
r70w30,65536,112.18,35919.6
r70w30,65536,97.74,28489.3
r70w30,65536,96.72,23516.5
r70w30,65536,95.42,17712.2
r70w30,65536,100.66,12895.2
r70w30,65536,102.48,10210.0
r70w30,65536,102.78,8083.3
r70w30,65536,107.26,5735.3
r70w30,65536,107.99,4313.7
r70w30,65536,108.37,3162.4
r70w30,65536,108.78,2060.5
r70w30,65536,119.28,1184.7
r70w30,131072,209.04,71646.5
r70w30,131072,208.09,71322.5
r70w30,131072,206.75,71537.6
r70w30,131072,200.61,70071.2
r70w30,131072,181.98,67022.2
r70w30,131072,174.32,64990.2
r70w30,131072,147.59,49528.6
r70w30,131072,118.65,36137.7
r70w30,131072,105.25,28492.0
r70w30,131072,103.10,23574.7
r70w30,131072,102.80,17642.6
r70w30,131072,109.24,12884.4
r70w30,131072,107.19,10156.4
r70w30,131072,111.26,8019.9
r70w30,131072,109.42,5709.0
r70w30,131072,108.61,4295.7
r70w30,131072,107.62,3197.0
r70w30,131072,111.76,2022.1
r70w30,131072,125.09,1162.5
r70w30,262144,210.96,69945.8
r70w30,262144,205.18,71591.1
r70w30,262144,206.61,71438.5
r70w30,262144,198.77,70386.1
r70w30,262144,182.39,67147.5
r70w30,262144,172.54,65071.6
r70w30,262144,146.14,49446.3
r70w30,262144,108.61,35554.2
r70w30,262144,105.16,28480.1
r70w30,262144,100.21,23706.3
r70w30,262144,101.10,17482.1
r70w30,262144,104.30,12876.0
r70w30,262144,106.05,10121.1
r70w30,262144,106.14,8027.2
r70w30,262144,104.02,5748.7
r70w30,262144,106.67,4306.6
r70w30,262144,106.66,3188.0
r70w30,262144,104.81,2068.9
r70w30,262144,120.30,1178.9
r70w30,524288,226.49,67296.8
r70w30,524288,233.69,66909.8
r70w30,524288,208.80,70795.1
r70w30,524288,197.14,69850.5
r70w30,524288,183.19,66435.1
r70w30,524288,174.15,64442.1
r70w30,524288,147.86,49566.5
r70w30,524288,115.46,35763.8
r70w30,524288,104.19,28407.9
r70w30,524288,104.49,23582.8
r70w30,524288,103.29,17578.0
r70w30,524288,105.03,12633.0
r70w30,524288,107.61,10164.9
r70w30,524288,108.30,7976.3
r70w30,524288,108.59,5704.6
r70w30,524288,108.50,4284.7
r70w30,524288,108.84,3203.8
r70w30,524288,110.84,2044.4
r70w30,524288,135.91,1115.7
r50w50,1,1.59,750343.4
r50w50,1,1.74,654837.7
r50w50,1,1.79,469216.8
r50w50,1,1.60,377118.3
r50w50,1,1.52,189674.2
r50w50,1,1.43,123507.3
r50w50,1,1.19,104542.9
r50w50,1,1.20,90049.5
r50w50,1,1.22,81054.6
r50w50,1,1.17,78031.9
r50w50,1,1.17,72263.4
r50w50,1,1.19,66320.5
r50w50,1,1.17,64326.1
r50w50,1,1.20,61062.9
r50w50,1,1.19,58986.3
r50w50,1,1.21,56592.8
r50w50,1,1.18,56713.4
r50w50,1,1.17,56282.4
r50w50,1,1.15,56242.2
r50w50,2,1.31,1118532.8
r50w50,2,1.30,964193.5
r50w50,2,1.32,669010.4
r50w50,2,1.23,454614.0
r50w50,2,1.19,225200.9
r50w50,2,1.17,143460.0
r50w50,2,1.20,106089.8
r50w50,2,1.25,88603.3
r50w50,2,1.20,82097.2
r50w50,2,1.21,76707.5
r50w50,2,1.17,72147.0
r50w50,2,1.16,67736.3
r50w50,2,1.16,65058.4
r50w50,2,1.17,62267.3
r50w50,2,1.18,59403.3
r50w50,2,1.16,58975.9
r50w50,2,1.21,55352.1
r50w50,2,1.18,55905.4
r50w50,2,1.19,54281.2
r50w50,4,1.45,1234232.7
r50w50,4,1.42,1086458.7
r50w50,4,1.25,813334.6
r50w50,4,1.33,475088.6
r50w50,4,1.24,226946.0
r50w50,4,1.16,144900.8
r50w50,4,1.22,105909.4
r50w50,4,1.18,91938.9
r50w50,4,1.18,83667.1
r50w50,4,1.19,77731.5
r50w50,4,1.16,72644.1
r50w50,4,1.14,69031.4
r50w50,4,1.20,63098.5
r50w50,4,1.20,61012.9
r50w50,4,1.21,57996.0
r50w50,4,1.19,57428.5
r50w50,4,1.16,57678.4
r50w50,4,1.21,54489.5
r50w50,4,1.22,53160.4
r50w50,8,1.29,1423045.0
r50w50,8,1.26,1250042.7
r50w50,8,1.27,931571.5
r50w50,8,1.22,507912.9
r50w50,8,1.20,237056.2
r50w50,8,1.20,144985.0
r50w50,8,1.18,108034.1
r50w50,8,1.19,91322.6
r50w50,8,1.20,82600.4
r50w50,8,1.21,77010.5
r50w50,8,1.19,71309.6
r50w50,8,1.15,68472.1
r50w50,8,1.13,66299.4
r50w50,8,1.14,63855.0
r50w50,8,1.23,57258.6
r50w50,8,1.14,60040.0
r50w50,8,1.18,56777.4
r50w50,8,1.16,56623.5
r50w50,8,1.21,53498.1
r50w50,16,1.25,1487562.8
r50w50,16,1.27,1386151.6
r50w50,16,1.28,993219.7
r50w50,16,1.21,530802.5
r50w50,16,1.14,242135.4
r50w50,16,1.20,144984.7
r50w50,16,1.17,108714.6
r50w50,16,1.16,93252.2
r50w50,16,1.19,83184.9
r50w50,16,1.18,78494.8
r50w50,16,1.21,70232.9
r50w50,16,1.25,63106.9
r50w50,16,1.19,63220.4
r50w50,16,1.19,61018.8
r50w50,16,1.17,59805.2
r50w50,16,1.21,56567.7
r50w50,16,1.24,54103.0
r50w50,16,1.22,54067.0
r50w50,16,1.22,53136.3
r50w50,32,2.00,1171680.1
r50w50,32,1.94,1058185.4
r50w50,32,2.10,804090.7
r50w50,32,1.80,478505.3
r50w50,32,1.28,230962.0
r50w50,32,1.23,142511.9
r50w50,32,1.23,105369.5
r50w50,32,1.25,87420.8
r50w50,32,1.20,81996.0
r50w50,32,1.23,75892.9
r50w50,32,1.22,69534.2
r50w50,32,1.22,64598.3
r50w50,32,1.22,62005.6
r50w50,32,1.21,60304.5
r50w50,32,1.24,56875.5
r50w50,32,1.20,57121.7
r50w50,32,1.26,53137.2
r50w50,32,1.19,55285.1
r50w50,32,1.19,54489.5
r50w50,64,5.06,817259.9
r50w50,64,5.03,798532.8
r50w50,64,5.40,699577.0
r50w50,64,5.12,391862.9
r50w50,64,4.73,182851.0
r50w50,64,4.70,103665.4
r50w50,64,4.79,66706.0
r50w50,64,4.77,51062.5
r50w50,64,4.77,42850.2
r50w50,64,4.96,37118.8
r50w50,64,4.65,31507.3
r50w50,64,4.67,26299.3
r50w50,64,4.78,23298.3
r50w50,64,4.27,22620.2
r50w50,64,4.87,18405.6
r50w50,64,4.75,17250.7
r50w50,64,4.56,16687.9
r50w50,64,4.45,15865.2
r50w50,64,4.37,15289.6
r50w50,128,5.18,838090.3
r50w50,128,5.43,812433.6
r50w50,128,5.38,716531.0
r50w50,128,4.56,399805.0
r50w50,128,4.93,182651.4
r50w50,128,4.45,104504.5
r50w50,128,4.65,67542.8
r50w50,128,4.81,50515.4
r50w50,128,4.51,43516.4
r50w50,128,4.40,38616.5
r50w50,128,4.42,32207.3
r50w50,128,4.67,26415.1
r50w50,128,4.44,24193.2
r50w50,128,4.71,21212.2
r50w50,128,4.78,18630.0
r50w50,128,4.45,18090.7
r50w50,128,4.76,16095.0
r50w50,128,4.52,15649.4
r50w50,128,4.93,13623.3
r50w50,256,5.46,848322.4
r50w50,256,5.32,815724.0
r50w50,256,5.24,713746.8
r50w50,256,5.32,393982.8
r50w50,256,4.74,185949.3
r50w50,256,5.04,103584.8
r50w50,256,4.70,67457.2
r50w50,256,4.72,51246.0
r50w50,256,5.27,41575.3
r50w50,256,4.92,37184.2
r50w50,256,4.79,31098.7
r50w50,256,4.57,26664.4
r50w50,256,4.71,23489.8
r50w50,256,4.65,21392.4
r50w50,256,5.29,17380.5
r50w50,256,4.77,17200.0
r50w50,256,4.23,17769.3
r50w50,256,4.71,15073.0
r50w50,256,4.71,14221.6
r50w50,512,9.94,769977.9
r50w50,512,8.66,738123.1
r50w50,512,9.45,686144.0
r50w50,512,8.59,388776.7
r50w50,512,6.25,178661.0
r50w50,512,6.04,100597.2
r50w50,512,5.50,64703.5
r50w50,512,5.81,48339.7
r50w50,512,5.59,40755.5
r50w50,512,5.47,35566.8
r50w50,512,5.09,30158.7
r50w50,512,5.79,23754.6
r50w50,512,5.22,22115.5
r50w50,512,5.18,19939.2
r50w50,512,5.27,17332.4
r50w50,512,5.18,16106.5
r50w50,512,5.18,15003.5
r50w50,512,5.36,13419.3
r50w50,512,5.24,12858.3
r50w50,1024,20.83,440888.9
r50w50,1024,21.50,451052.0
r50w50,1024,23.46,427838.6
r50w50,1024,19.27,322415.5
r50w50,1024,17.76,165239.9
r50w50,1024,14.37,93734.7
r50w50,1024,9.04,59665.8
r50w50,1024,8.04,44965.7
r50w50,1024,7.65,37264.1
r50w50,1024,7.58,32024.5
r50w50,1024,7.14,26425.3
r50w50,1024,7.18,21499.3
r50w50,1024,6.99,18909.0
r50w50,1024,7.04,16690.4
r50w50,1024,6.63,14846.3
r50w50,1024,7.54,12279.7
r50w50,1024,7.15,11606.3
r50w50,1024,7.05,10544.6
r50w50,1024,7.09,9668.2
r50w50,2048,148.26,235974.7
r50w50,2048,146.83,234818.2
r50w50,2048,147.09,225765.0
r50w50,2048,143.88,211120.9
r50w50,2048,135.45,129532.4
r50w50,2048,106.89,84609.4
r50w50,2048,94.10,51111.8
r50w50,2048,45.36,37689.3
r50w50,2048,23.33,31170.5
r50w50,2048,18.15,26837.5
r50w50,2048,17.56,20776.5
r50w50,2048,17.69,15468.8
r50w50,2048,17.00,13034.0
r50w50,2048,15.94,11161.6
r50w50,2048,15.96,8972.1
r50w50,2048,15.99,7596.2
r50w50,2048,15.81,6575.5
r50w50,2048,15.98,5382.8
r50w50,2048,15.83,4664.3
r50w50,4096,188.77,123388.0
r50w50,4096,187.48,124857.2
r50w50,4096,186.28,123584.9
r50w50,4096,183.79,104054.0
r50w50,4096,167.31,80090.5
r50w50,4096,161.68,67829.7
r50w50,4096,141.17,48180.5
r50w50,4096,114.33,34636.9
r50w50,4096,100.26,27840.7
r50w50,4096,95.13,23042.7
r50w50,4096,25.16,19185.3
r50w50,4096,19.59,15172.7
r50w50,4096,17.69,12810.9
r50w50,4096,18.16,10607.1
r50w50,4096,18.82,8306.0
r50w50,4096,17.02,7219.0
r50w50,4096,18.10,6074.9
r50w50,4096,18.13,4948.4
r50w50,4096,17.61,4263.2
r50w50,8192,207.55,69799.4
r50w50,8192,208.97,70020.0
r50w50,8192,211.41,68596.2
r50w50,8192,202.72,68322.6
r50w50,8192,181.43,64823.2
r50w50,8192,171.53,61997.8
r50w50,8192,150.12,48296.5
r50w50,8192,114.74,34411.2
r50w50,8192,103.83,27384.3
r50w50,8192,92.71,22837.8
r50w50,8192,100.24,17031.8
r50w50,8192,102.80,12435.7
r50w50,8192,109.13,9726.9
r50w50,8192,94.30,7751.7
r50w50,8192,34.66,6792.3
r50w50,8192,24.77,6155.7
r50w50,8192,21.87,5443.1
r50w50,8192,21.01,4458.9
r50w50,8192,21.86,3555.6
r50w50,16384,209.91,69715.4
r50w50,16384,208.84,70535.4
r50w50,16384,206.83,70927.2
r50w50,16384,198.38,69966.3
r50w50,16384,181.28,66232.8
r50w50,16384,171.57,63514.5
r50w50,16384,146.51,48945.6
r50w50,16384,115.95,35437.0
r50w50,16384,100.72,27996.7
r50w50,16384,98.99,23241.7
r50w50,16384,100.12,17595.4
r50w50,16384,99.24,12785.4
r50w50,16384,105.19,10208.9
r50w50,16384,107.07,7982.2
r50w50,16384,107.00,5701.5
r50w50,16384,103.74,4305.1
r50w50,16384,98.82,3257.7
r50w50,16384,56.40,2593.7
r50w50,16384,50.23,1923.8
r50w50,32768,203.80,71196.0
r50w50,32768,204.27,70781.1
r50w50,32768,203.94,70853.6
r50w50,32768,195.08,69941.4
r50w50,32768,181.37,65977.0
r50w50,32768,171.17,63632.1
r50w50,32768,146.06,49343.6
r50w50,32768,109.46,35823.4
r50w50,32768,102.67,28182.3
r50w50,32768,100.13,23647.1
r50w50,32768,97.31,17643.6
r50w50,32768,98.17,12861.3
r50w50,32768,108.50,10121.7
r50w50,32768,101.91,7935.6
r50w50,32768,102.02,5567.0
r50w50,32768,103.50,4278.6
r50w50,32768,108.61,3209.1
r50w50,32768,103.99,2085.9
r50w50,32768,117.02,1196.5
r50w50,65536,205.75,71251.8
r50w50,65536,206.81,70853.7
r50w50,65536,205.91,71178.7
r50w50,65536,198.61,69864.1
r50w50,65536,179.44,66747.1
r50w50,65536,173.50,63937.8
r50w50,65536,147.31,49395.9
r50w50,65536,110.22,35849.8
r50w50,65536,104.27,28518.8
r50w50,65536,98.22,23314.1
r50w50,65536,100.05,17690.9
r50w50,65536,106.48,12869.4
r50w50,65536,105.66,10198.1
r50w50,65536,106.39,8059.4
r50w50,65536,106.77,5736.0
r50w50,65536,107.67,4303.1
r50w50,65536,104.97,3195.2
r50w50,65536,108.67,2057.2
r50w50,65536,119.85,1187.1
r50w50,131072,207.23,71645.3
r50w50,131072,207.01,71666.2
r50w50,131072,206.12,71229.5
r50w50,131072,199.47,69481.6
r50w50,131072,181.81,66781.9
r50w50,131072,172.41,64865.7
r50w50,131072,146.14,49558.0
r50w50,131072,117.08,35771.5
r50w50,131072,104.44,28460.9
r50w50,131072,93.82,23685.4
r50w50,131072,91.46,17699.7
r50w50,131072,94.54,12945.6
r50w50,131072,102.62,10231.2
r50w50,131072,105.66,8050.6
r50w50,131072,105.81,5753.4
r50w50,131072,106.35,4267.0
r50w50,131072,105.12,3216.1
r50w50,131072,109.43,2061.9
r50w50,131072,116.09,1205.5
r50w50,262144,206.75,71654.8
r50w50,262144,207.47,71447.1
r50w50,262144,207.05,71408.4
r50w50,262144,196.34,70609.6
r50w50,262144,183.11,66876.7
r50w50,262144,173.42,64867.9
r50w50,262144,146.41,49682.0
r50w50,262144,114.10,36047.3
r50w50,262144,100.92,28614.6
r50w50,262144,102.99,23678.3
r50w50,262144,104.46,17665.2
r50w50,262144,104.94,12915.3
r50w50,262144,103.18,10207.1
r50w50,262144,103.60,8076.5
r50w50,262144,108.18,5765.8
r50w50,262144,108.47,4299.1
r50w50,262144,106.01,3229.8
r50w50,262144,107.30,2071.6
r50w50,262144,119.65,1187.3
r50w50,524288,227.06,67773.7
r50w50,524288,224.70,67495.7
r50w50,524288,209.41,70985.2
r50w50,524288,199.48,69980.6
r50w50,524288,181.91,66606.9
r50w50,524288,173.27,64548.7
r50w50,524288,145.91,49400.5
r50w50,524288,106.94,35682.3
r50w50,524288,102.61,28171.4
r50w50,524288,101.22,23283.4
r50w50,524288,105.17,16961.6
r50w50,524288,102.86,12277.6
r50w50,524288,110.25,10060.7
r50w50,524288,102.50,7961.1
r50w50,524288,108.44,5569.8
r50w50,524288,109.25,4271.7
r50w50,524288,106.78,3199.1
r50w50,524288,109.85,2047.6
r50w50,524288,125.59,1150.8
