kernel,dtype,N,trial,misaligned,tail_multiple,GFLOPs,CPE
saxpy,f32,14191,3,0,0,12.152397,0.246865
saxpy,f32,14191,4,0,0,12.152397,0.246865
saxpy,f32,14191,5,0,0,12.252050,0.244857
saxpy,f32,14191,6,0,0,12.283860,0.244223
saxpy,f32,14191,7,0,0,10.914264,0.274870
saxpy,f32,14191,8,0,0,11.194006,0.268001
saxpy,f32,14191,9,0,0,9.446922,0.317564
saxpy,f32,14191,10,0,0,11.080406,0.270748
saxpy,f32,14191,11,0,0,10.379525,0.289031
saxpy,f32,14191,12,0,0,11.309960,0.265253
saxpy,f32,14191,13,0,0,8.879575,0.337854
saxpy,f32,14191,14,0,0,8.501947,0.352860
saxpy,f32,14191,15,0,0,10.541404,0.284592
saxpy,f32,14191,16,0,0,9.715264,0.308792
saxpy,f32,14191,17,0,0,9.649218,0.310906
saxpy,f32,14191,18,0,0,12.804691,0.234289
saxpy,f32,14191,19,0,0,12.822042,0.233972
saxpy,f32,19771,0,0,0,12.259144,0.244715
saxpy,f32,19771,1,0,0,12.782159,0.234702
saxpy,f32,19771,2,0,0,12.819449,0.234019
saxpy,f32,19771,3,0,0,12.903100,0.232502
saxpy,f32,19771,4,0,0,13.082369,0.229316
saxpy,f32,19771,5,0,0,12.894685,0.232654
saxpy,f32,19771,6,0,0,12.898891,0.232578
saxpy,f32,19771,7,0,0,12.970810,0.231289
saxpy,f32,19771,8,0,0,12.903100,0.232502
saxpy,f32,19771,9,0,0,13.000657,0.230758
saxpy,f32,19771,10,0,0,12.962307,0.231440
saxpy,f32,19771,11,0,0,12.962307,0.231440
saxpy,f32,19771,12,0,0,12.949574,0.231668
saxpy,f32,19771,13,0,0,12.869509,0.233109
saxpy,f32,19771,14,0,0,13.009211,0.230606
saxpy,f32,19771,15,0,0,12.970810,0.231289
saxpy,f32,19771,16,0,0,12.907311,0.232426
saxpy,f32,19771,17,0,0,12.983585,0.231061
saxpy,f32,19771,18,0,0,12.907311,0.232426
